,title,year,doi
1898,impact on co2 uptake of mwcnt after acid treatment study,2017,10.1155/2017/7359591
1899,phase composition maps integrate mineral compositions with rock textures from the micro-meter to the thin section scale,2017,10.1016/j.cageo.2017.08.009
1900,fractal dimension calculation of a manganese-chromium bimetallic nanocomposite using image processing,2015,10.1155/2015/384835
1901,identifying rice grains using image analysis and sparse-representation-based classification,2016,10.1016/j.compag.2016.07.020
1902,novel application of the gray-level co-occurrence matrix analysis in the parvalbumin stained hippocampal gyrus dentatus in distinct rat models of parkinson’s disease,2019,10.1016/j.compbiomed.2019.103482
1903,cofe2o4-tio2 hybrid nanomaterials: synthesis approaches based on the oil-in-water microemulsion reaction method,2017,10.1155/2017/2367856
1904,an intelligent technique for the characterization of coal microscopic images using ensemble learning,2020,10.3233/JIFS-179707
1905,cross domain mitotic cell recognition,2016,10.1016/j.neucom.2015.06.106
1906,iterative randomized irregular circular algorithm for proliferation rate estimation in brain tumor ki-67 histology images,2016,10.1016/j.eswa.2015.11.012
1907,artificial intelligence in computational pathology – challenges and future directions,2021,10.1016/j.dsp.2021.103196
1908,non-destructive method for discrimination of weedy rice using near infrared spectroscopy and modified self-organizing maps (soms),2021,10.1016/j.compag.2021.106522
1909,machine learning to determine the main factors affecting creep rates in laser powder bed fusion,2021,10.1007/s10845-021-01785-0
1910,multiscale parareal algorithm for long-time mesoscopic simulations of microvascular blood flow in zebrafish,2021,10.1007/s00466-021-02062-w
1911,visual analytics for hypothesis-driven exploration in computational pathology,2021,10.1109/TVCG.2020.2990336
1912,ensemble based machine learning approach for prediction of glioma and multi-grade classification,2021,10.1016/j.compbiomed.2021.104829
1913,hybrid dilation and attention residual u-net for medical image segmentation,2021,10.1016/j.compbiomed.2021.104449
1914,analysis of cancer in histological images: employing an approach based on genetic algorithm,2021,10.1007/s10044-020-00931-3
1915,a hermite polynomial algorithm for detection of lesions in lymphoma images,2021,10.1007/s10044-020-00927-z
1916,linear trace similarity matching based on improved longest common substring,2021,10.3233/JIFS-189606
1917,recognition of operating characteristics of heavy trucks based on the identification of gps trajectory stay points,2021,10.1155/2021/9998405
1918,folic acid-conjugated silica-modified tbpo4·h2o nanorods for biomedical applications,2021,10.1155/2021/9888856
1919,synthesis of zinc oxide nanoparticles by hydrothermal methods and spectroscopic investigation of ultraviolet radiation protective properties,2021,10.1155/2021/8617290
1920,mycosynthesis and physicochemical characterization of vanadium oxide nanoparticles using the cell-free filtrate of fusarium oxysporum and evaluation of their cytotoxic and antifungal activities,2021,10.1155/2021/7532660
1921,the use of fullerene c60 to preserve testicular tissue after cryopreservation,2021,10.1155/2021/6696733
1922,effects of arsenic trioxide-loaded plga nanoparticles on proliferation and migration of human vascular smooth muscle cells,2021,10.1155/2021/5575370
1923,"investigation of the morphological, structural, and vibrational behaviour of graphite nanoplatelets",2021,10.1155/2021/5546509
1924,green synthesized silver nanoparticles as potent antifungal agent against aspergillus terreus thom,2021,10.1155/2021/2992335
1925,comparison between torsional spring constants of rectangular and v-shaped afm cantilevers,2021,10.1109/TNANO.2021.3059411
1926,an experimental study on classification of thyroid histopathology images using transfer learning,2020,10.1016/j.patrec.2020.09.020
1927,"shape optimization of the x0-specimen: theory, numerical simulation and experimental verification",2020,10.1007/s00466-020-01900-7
1928,sickle-cell disease diagnosis support selecting the most appropriate machine learning method: towards a general and interpretable approach for cell morphology analysis from microscopy images,2020,10.1016/j.compbiomed.2020.104027
1929,recognition of species and genera of bacteria by means of the product of weights of the classifiers,2020,10.34768/amcs-2020-0034
1930,modeling evacuation route choices under influence of variable message signs,2020,10.1111/mice.12525
1931,molecular dynamics of rhodamine 6g solutions as revealed by the computer processing of fluorescence microscopy images,2020,10.3103/S1060992X20030066
1932,edit distance between merge trees,2020,10.1109/TVCG.2018.2873612
1933,a fully coupled computational fluid dynamics – agent-based model of atherosclerotic plaque development: multiscale modeling framework and parameter sensitivity analysis,2020,10.1016/j.compbiomed.2020.103623
1934,a study on harvesting of pkl electricity,2020,10.1007/s00542-019-04625-7
1935,separate degree based otsu and signed similarity driven level set for segmenting and counting anthrax spores,2020,10.1016/j.compag.2020.105230
1936,evaluation of osteogenic potentials of titanium dioxide nanoparticles with different sizes and shapes,2020,10.1155/2020/8887323
1937,nanosize cacu3ti4o12 green synthesis and characterization of a precursor oxalate obtained from averrhoa carambola fruit juice and its thermal decomposition to the perovskite,2020,10.1155/2020/8830136
1938,"on the structural, morphological, and electrical properties of carbon nanowalls obtained by plasma-enhanced chemical vapor deposition",2020,10.1155/2020/8814459
1939,explosion resistance of three-dimensional mesoscopic model of complex closed-cell aluminum foam sandwich structure based on random generation algorithm,2020,10.1155/2020/8390798
1940,facile preparation and properties study of cl-20/tatb/vitona composite microspheres by a spray-drying process,2020,10.1155/2020/8324398
1941,multiple morphological constraints-based complex gland segmentation in colorectal cancer pathology image analysis,2020,10.1155/2020/6180457
1942,a stiction oscillator with canards: on piecewise smooth nonuniqueness and its resolution by regularizationusing geometric singular perturbation theory,2020,10.1137/20M1348273
1943,compressive spectral light field image reconstruction via online tensor representation,2020,10.1109/TIP.2019.2963376
1944,modeling neurodegeneration in chronic traumatic encephalopathy using gradient damage models,2019,10.1007/s00466-019-01717-z
1945,analysis of micro-edm process of d3 die-steel employing nano3 mixed deionised water-an optimal approach,2019,10.4018/IJDSST.2019100103
1946,development of thermography methodology for early diagnosis of fungal infection in table grapes: the case of aspergillus carbonarius      ,2019,10.1016/j.compag.2019.104972
1947,supervised parallel-in-time algorithm for long-time lagrangian simulations of stochastic dynamics: application to hydrodynamics,2019,10.1016/j.jcp.2019.05.016
1948,mineral grains recognition using computer vision and machine learning,2019,10.1016/j.cageo.2019.05.009
1949,histopathological image classification using enhanced bag-of-feature with spiral biogeography-based optimization,2019,10.1007/s10489-019-01460-1
1950,an evaluation of optical profilometry techniques for cmut characterization,2019,10.1007/s00542-019-04377-4
1951,modeling grid fields instead of modeling grid cells,2019,10.1007/s10827-019-00722-8
1952,acute lymphoblastic leukemia segmentation using local pixel information,2019,10.1016/j.patrec.2019.03.024
1953,automatic segmentation of sperm's parts in microscopic images of human semen smears using concatenated learning approaches,2019,10.1016/j.compbiomed.2019.04.032
1954,how much and where to use manual guidance in the computational detection of contours for histopathological images?,2019,10.1007/s00500-018-3029-9
1955,a survey for the applications of content-based microscopic image analysis in microorganism classification domains,2019,10.1007/s10462-017-9572-4
1956,a cascade-learning approach for automated segmentation of tumour epithelium in colorectal cancer,2019,10.1016/j.eswa.2018.10.030
1957,effectiveness of color correction on the quantitative analysis of histopathological images acquired by different whole-slide scanners,2019,10.1007/s10015-018-0451-0
1958,"influence of substrate and substrate temperature on the structural, optical and surface properties of ingan thin films prepared by rfms method",2019,10.1016/j.mee.2018.12.010
1959,plasmonic sensing of aqueous-divalent metal ions by biogenic gold nanoparticles,2019,10.1155/2019/9846729
1960,"in vitro and in vivo evaluation of desogestrel-loaded poly(d,l-lactic acid) nanoparticles",2019,10.1155/2019/8491269
1961,interaction of mitoxantrone-loaded cholesterol modified pullulan nanoparticles with human serum albumin and effect on drug release,2019,10.1155/2019/8036863
1962,shape tuning of magnetite nanoparticles obtained by hydrothermal synthesis: effect of temperature,2019,10.1155/2019/7921273
1963,study on the influencing factors of ultrafine spherical rdx during spray drying with low speed,2019,10.1155/2019/7915129
1964,tinidazole delivery improved by nanosized minicells originated from leuconostoc mesenteroides,2019,10.1155/2019/7684795
